MedclassBrandID,MedicationClassificationID,MedicationBrandNameID,CreatedBy,CreatedDatetime,UpdatedBy,UpdatedDatetime,IsDeleted
101,101,117,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
102,101,129,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
103,102,117,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
104,102,101,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
105,102,129,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
106,103,117,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
107,103,120,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
108,103,121,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
109,103,122,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
110,103,129,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
111,103,114,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
112,103,107,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
113,103,117,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
114,104,117,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
115,104,106,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
116,104,113,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
117,104,111,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
118,104,129,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
119,104,108,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
121,105,103,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
120,105,117,101,2017-05-30 18:38:44.293461+05:30,101,2017-05-30 18:38:44.293461+05:30,f
122,105,129,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
123,105,125,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
124,105,132,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
125,105,126,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
126,105,127,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
127,105,128,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
128,106,117,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
129,106,102,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
130,106,129,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
131,107,117,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
132,107,115,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
133,107,129,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
134,108,117,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
135,108,116,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
136,108,129,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
137,109,117,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
138,109,110,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
139,109,130,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
140,109,129,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
141,109,118,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
142,110,117,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
143,110,119,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
144,110,123,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
145,110,112,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
146,111,117,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
147,111,129,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
148,112,117,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
149,112,109,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
150,112,129,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
151,112,124,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
152,112,133,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
153,113,117,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
154,113,131,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
155,113,129,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
156,114,117,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
157,114,105,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
158,114,129,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
159,110,129,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
160,115,117,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
161,115,129,101,2017-05-31 14:53:54.491739+05:30,101,2017-05-31 14:53:54.491739+05:30,f
162,116,117,101,2018-05-24 12:58:06.082827+05:30,101,2018-05-24 12:58:06.082827+05:30,f
163,116,129,101,2018-05-24 12:58:44.708497+05:30,101,2018-05-24 12:58:44.708497+05:30,f
164,117,117,101,2018-05-24 12:58:44.717573+05:30,101,2018-05-24 12:58:44.717573+05:30,f
165,117,129,101,2018-05-24 12:58:44.726224+05:30,101,2018-05-24 12:58:44.726224+05:30,f
166,118,117,101,2018-05-24 12:58:44.734664+05:30,101,2018-05-24 12:58:44.734664+05:30,f
167,118,129,101,2018-05-24 12:58:44.743287+05:30,101,2018-05-24 12:58:44.743287+05:30,f
168,119,117,101,2018-05-24 12:58:44.751967+05:30,101,2018-05-24 12:58:44.751967+05:30,f
169,119,129,101,2018-05-24 12:58:44.76067+05:30,101,2018-05-24 12:58:44.76067+05:30,f
170,120,117,101,2018-05-24 12:58:44.768866+05:30,101,2018-05-24 12:58:44.768866+05:30,f
171,120,129,101,2018-05-24 12:58:44.777268+05:30,101,2018-05-24 12:58:44.777268+05:30,f
172,121,117,101,2018-05-24 12:58:44.786053+05:30,101,2018-05-24 12:58:44.786053+05:30,f
173,121,129,101,2018-05-24 12:58:44.794652+05:30,101,2018-05-24 12:58:44.794652+05:30,f
174,122,117,101,2018-05-24 12:58:44.803204+05:30,101,2018-05-24 12:58:44.803204+05:30,f
175,122,129,101,2018-05-24 12:58:44.811458+05:30,101,2018-05-24 12:58:44.811458+05:30,f
176,123,117,101,2018-05-24 12:58:44.819934+05:30,101,2018-05-24 12:58:44.819934+05:30,f
177,123,129,101,2018-05-24 12:58:44.828069+05:30,101,2018-05-24 12:58:44.828069+05:30,f
178,124,117,101,2018-05-24 12:58:44.836298+05:30,101,2018-05-24 12:58:44.836298+05:30,f
179,124,129,101,2018-05-24 12:58:44.844523+05:30,101,2018-05-24 12:58:44.844523+05:30,f
180,125,117,101,2018-05-24 12:58:44.852829+05:30,101,2018-05-24 12:58:44.852829+05:30,f
181,125,129,101,2018-05-24 12:58:50.337358+05:30,101,2018-05-24 12:58:50.337358+05:30,f
182,128,258,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
183,132,140,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
184,127,225,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
185,128,241,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
186,127,227,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
187,132,138,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
188,129,274,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
189,126,186,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
190,132,152,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
191,131,231,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
192,130,129,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
193,127,212,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
194,128,246,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
195,132,164,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
196,128,235,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
197,129,129,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
198,132,142,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
199,132,151,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
200,126,189,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
201,127,219,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
202,129,287,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
203,128,129,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
204,129,279,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
205,126,167,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
206,132,134,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
207,127,211,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
208,132,160,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
209,126,177,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
210,126,176,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
211,128,251,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
212,132,158,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
213,130,206,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
214,126,196,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
215,129,271,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
216,132,155,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
217,127,210,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
218,127,129,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
219,128,255,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
220,131,117,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
221,129,289,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
222,132,147,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
223,133,204,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
224,132,162,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
225,132,166,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
226,128,238,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
227,132,137,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
228,132,148,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
229,129,285,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
230,126,197,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
231,127,230,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
232,126,194,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
233,127,209,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
234,127,215,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
235,132,153,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
236,129,275,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
237,132,117,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
238,128,254,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
239,126,172,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
240,129,262,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
241,129,261,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
242,132,139,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
243,132,146,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
244,126,175,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
245,132,135,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
246,128,244,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
247,127,214,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
248,133,129,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
249,129,277,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
250,129,273,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
251,129,268,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
252,132,141,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
253,128,243,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
254,126,198,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
255,128,256,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
256,126,117,101,2019-02-07 12:43:22.344504+05:30,101,2019-02-07 12:43:22.344504+05:30,f
